"","sub","W"
"586","664b615984a00f9c282074c2",0.343
"587","664f402dab9a2b0829103e37",0.316
"588","6655eaccc1d8a40fca9da67e",0.3595
"589","6658b146f3fa1df02771f42b",0.3315
"590","6658b187cb2020d6b19f884a",0.206
"591","6658b2050980b63fc8fdbd13",0.493
"592","6658b244d45dca942abbe982",0.5905
"593","6658b687ab732c38533b24e7",0.538
"594","665969b0a8fca6ea85c9b24f",0.2995
"595","66630c7e4f6214b0121ff68f",0.0345
"596","666422af73d32545da6c7285",0.3095
"597","6665a876f27007d4b557462b",0.037
"598","66699ef0d93ccc09d70a1d25",0.465
"599","666c40543ad0f87648049c4a",0.225
"600","666d96e9bd3c2a2676a834f8",0.387
"601","54b19cadfdf99b0b3d806330",0.92
"602","558fb997fdf99b7ce292469b",0.8615
"603","563fa227074be600115e9642",0.166
"604","57d2edf35e9bc90001f76b06",0.1335
"605","594c69ee4b07c400013aa466",0.037
"606","5987bfb80e411a0001d83837",0.336
"607","59e52174e75b450001a69189",0.377
"608","5a3be356c69d960001598162",0.312
"609","5a68c8ec63394a000155cbb9",0.221
"610","5b278c153a20420001efd41b",0.596
"611","5b311fcea8327d0001000777",0.493
"612","5be08379a34306000165f14c",0.013
"613","5c51d18698b0ff000110da96",0.591
"614","5c91fad394f7e600172f9d4a",0.889
"615","5ca73fcf7067e70001f7a41f",0.187
"616","5cfe43f8d09fbc00013a0ee5",0.9225
"617","5d45d2c3b30ae50001578172",0.318
"618","5d5dc275c4776b001936cddd",0.2255
"619","5d5e7c716a846b0017760587",0.0385
"620","5d6da6447ef31f001e90d985",0.264
"621","5dfaafeec0b81f7f32f10709",0.3245
"622","5e7c7bf3ca18002bd9cf6eca",0.538
"623","5e7e846a89a21d55d5e77411",0.073
"624","5ee18255395f8655ae190e48",0.183
"625","5efae44f5a33e693df274fea",0.011
"626","5f01c399cbdce603a8af49b4",0.3735
"627","5f319705c8f15307cbb192a7",0.2145
"628","5f3ab128c4b6921312f28237",0.2385
"629","5fb46dd5d9ece50422838e7a",0.3775
"630","600cc0ed3a7a0744a0699c5b",0.91
"631","6050a8d916ed9ccb611761b4",0.3875
"632","60a4efcabe6d8f29513a5258",0.411
"633","60d03b4be7200f842a86ee33",0.4965
"634","60fbda8da0a0d35e04244499",0.376
"635","60fee8accc3a1247684fbe16",0.362
"636","6124ea99728014c37c9635c7",0.9685
"637","6131057db82458b8609961c1",0.009
"638","613bae70cab01ced932e5e9f",0.5955
"639","6145e674f74f637530a08a39",0.664
"640","614782b3984210a92c787d6d",0.101
"641","614c6f6d59ee1549ff1f493e",0.0375
"642","615f0c2cab82bb38958bfd7f",0.009
"643","6282486284f992485dcdf4ea",0.4995
"644","628d78a2ccf4a41f24c2d2d8",0.0835
"645","62a12aee913c1c1a20613418",0.107
"646","62a42874616cea6120350ad9",0.164
"647","62b35b7ceadb050497fbbe58",0.0055
"648","62df57db36c1085c48f8d86c",0.348
"649","62ececf09d04c75b0ac68b0b",0.309
"650","62fb7bd5e0c65f772ce189c8",0.3975
"651","632b3639f61612815d100608",0.1085
"652","634689209c4779c9b181ff9f",0.4145
"653","63d000d62878aa92b833c5fc",0.854
"654","63d142cd6facbdd809867c48",0.3235
"655","63d17686afe6614ac1f77f9b",0.8035
"656","63d7a26f594b17eba6a83328",0.301
"657","63e5eb956eab1f2740ac6289",0.964
"658","6401bcfa282745fe0e77361e",0.293
"659","64401708880c30ec28b9aef4",0.131
"660","6447e2e2d1e8e330d23d4057",0.3435
"661","6458fe267afe71c7aa4de260",0.67
"662","64a83272f2f581fb23f023b1",0.128
"663","6542617070afd2731d6bd018",0.126
"664","65602bda0d0e433540dc765b",0.01
"665","65bcba7abc3559a97b375589",0.413
"666","65c732e873b992088286bec2",0.3875
"667","65d5106c519964c4e8fe85dc",0.359
"668","65d687224b44a4dcf4d06863",0.06
"669","65e74105c99a4ee078b66239",0.8355
"670","6601a7e1895f6a6f2d9ccea9",0.255
"671","66240f6ce1a02cdc40bb666a",0.04
"672","662adac9f79478598b0e842c",0.039
"673","6632b7f87aa9f328a450e664",0.766
"674","663316bf6334f1396d7df80f",0.741
"675","6633fa4ebe0a692fc1a5f422",0.2135
"676","6636846a9190727f3132791a",0.083
"677","6638e643284b804701f00535",0.3785
"678","663e83a2acfdb0135f470a34",0.1905
"679","664463deee6a56f00a43c35e",0.1445
"680","6644f8f56b474f497134b1c4",0.657
"681","665488225b3bbb3e8317b1bd",0.2975
"682","66562890f69de1ed9b022a86",0.6355
"683","66572a95e52bc5d24caedc7b",0.3755
"684","665735c6cfc5aaecdc031a50",0.685
"685","6658b13d6a1df274ee633f90",0.245
"686","6658b3351fbec54d5289350d",0.3185
"687","6658b52e7eff2a1582ca671b",0.637
"688","6658bcfd198f87b4009b05d6",0.377
"689","6658be7bbc36ded0ffe47140",0.3625
"690","6658c862c0f839493f866a75",0.1845
"691","665947e5a8fca6ea85c9abc0",0.282
"692","6659f69f13983841995832ae",0.055
"693","665a00d9581153685eceb8d2",0.1825
"694","665b23cd7b1fe039854a2f13",0.3485
"695","665b7b3f5c51de1463521b6a",0.636
"696","665c050b07508f6c4f8d01e0",0.4245
"697","666600547628e9babf3517b2",0.7245
"698","6666293d112b79e87d0ce0cc",0.1995
"699","6666ef99b3beef6d08efdbfc",0.4625
"700","66718617fd80560808562990",0.4285
"701","55b95e2ffdf99b469f622883",0.2805
"702","56e808a27bb8880005d65188",0.435
"703","573107ef1efe74000e3088d2",0.744
"704","5766788c3d2d3a000138b0ef",0.141
"705","57a1e03b8eccbc0001f39c13",0.9425
"706","5810a2fa7d3e6d0001df294c",0.035
"707","59317b8761bcd8000107cad6",0.5385
"708","596f2a1f50e2f000016fd93b",0.478
"709","59931157f9db7d00018955b8",0.0675
"710","59f0f82ce75b450001a699ad",0.981
"711","5a0d4a205d06850001afff96",0.456
"712","5a6107bb31b87a0001c6c49b",0.3515
"713","5b666901f7798c000182c01c",0.3905
"714","5bd248b1022e9b0001b91eaf",0.4325
"715","5bffc3ae4108380001f5cd63",0.863
"716","5c0947e4c15a020001bafe61",0.42
"717","5c5a000eb7edc10001a7ee16",0.0625
"718","5c921106b788a2000170709f",0.592
"719","5ceb00125b78dd0015cb4406",0.017
"720","5d945d41e5ce0a001347e2b5",0.4175
"721","5ddebe998ed6bfe3cac0174c",0.966
"722","5e4dd29b9b6e560e61ee14c7",0.9705
"723","5f4143f294d6482bd9689da0",0.018
"724","5f58c945b5424a055aad846b",0.94
"725","5f5b466013a22426346e8fba",0.69
"726","5f7126de20717c75c0201315",0.015
"727","5f960a9442d5f34e319e3cf7",0.2165
"728","5f9e03f3517e0d3ad1eab67b",0.4395
"729","5fbc036099f6c9050e664b2e",0.05
"730","60035a7089252e07b1d4b077",0.4225
"731","604604bf082da501e40808c3",0.4145
"732","608b2baaabbc11fcf3928625",0.507
"733","60ad4325e23286e1191e31aa",0.0245
"734","60c75c100cecfd420ae81b79",0.528
"735","60dca4d773b80ebb055e5de8",0.899
"736","61088f97759a1199340202e9",0.498
"737","6108d2066bcc43df291c93f7",0.685
"738","6109917749b14701436e49f9",0.984
"739","614e480621f3b7c9992fe1ee",0.4685
"740","6154b537a93b01369670a9f5",0.3925
"741","6286718faa00d344b74cb609",0.4855
"742","6298e97db2a191f24ebb9db1",0.059
"743","62a35981f07eec138b14cb6e",0.008
"744","62abb1afcd1bb1a819c90a0c",0.0375
"745","62b33e5e6103ca47d3c8a953",0.4845
"746","62c612ea71b6cc890bd5ad41",0.316
"747","63068110447ef1aaa9660816",0.479
"748","63203d7490bfb5e4b58956a8",0.5725
"749","63655432e66823b2595ee761",0.42
"750","6365932d7d5677237318f982",0.0485
"751","637ffd0ae752c8e33f91798b",0.352
"752","63d32088bcda95aceb86ffca",0.019
"753","63d4029514fd2433484c50a4",0.452
"754","63d45b37f8f7c19c1dce7c5d",0.5125
"755","63f7a2d8acd4b0cead8773e9",0.87
"756","63f8eaeb261f726a83d65177",0.9815
"757","6418bbe97ce6b1644060b8c6",0.9
"758","652159d3d4cf5d248a3350fd",0.412
"759","65464fec47eeb23dde2b5c56",0.453
"760","6550a9f2fc2fc3a9c2d04180",0.057
"761","6552a35b882343af828d859a",0.151
"762","6554990ace48275d4017fe99",0.558
"763","655d35168909cc0448bcd7b7",0.3095
"764","656615b432984a1b0ea3273f",0.012
"765","6568064f27e7b2f8ccd32058",0.0845
"766","656e02962907eb6f11faa71f",0.299
"767","65a9239a58dbce6f4fa1d6af",0.3805
"768","65c111f100af1af81e3f444d",0.335
"769","65de2dd9077f463fedd79272",0.696
"770","65e4d77aff8f62cfcb72fe4c",0.0225
"771","65e5d439de1a27ed1b7a6a9c",0.538
"772","65e646da8809bd962f8da706",0.3755
"773","661555d405381d6f17b1471b",0.0035
"774","661ed12701e9fa042486677a",0.426
"775","662790ba12f6c8d4d6b4296a",0.2955
"776","6632b54136b1bb42e3bef01f",0.073
"777","6638dd16afb2f1408c461347",0.0185
"778","663e1a9538a5d269744692cc",0.951
"779","664f44d2b701a2807787b0c6",0.0485
"780","664fa6868de801f9143b4e5f",0.5545
"781","6654e2852ba96cf3fe061069",0.9225
"782","6658b25488108e97424af6c2",0.848
"783","6658b75b684674803e83e24e",0.4085
"784","6658bc41c9e6deadfc5bb326",0.64
"785","6658bff08ce40f13d68d7f65",0.4495
"786","6658db348f6f9dd68d0405da",0.009
"787","6659c792c24dfe1ff2040994",0.913
"788","665a0b36c79e6bed8c56c42f",0.056
"789","665a23747dc3dbf8b0cd8da7",0.717
"790","665b8e75b596a3558adbc3ad",0.377
"791","665e31fc6e2f3f209088cbbc",0.305
"792","665f11d091ed0d56483f1227",0.4125
"793","666054d2f2dd0fe6e8be5a57",0.417
"794","6660c05740ab8863f127c405",0.5515
"795","6662cf12dd16203f37d02d3c",0.4025
"796","666742ccfb7d42843eb91621",0.966
"797","66684b4027ac8c6a6fb7dc5a",0.419
"798","666b1913047e96c54165e3a4",0.4195
"799","666c5a6d511111801e7fccaf",0.1765
"800","66712a062c19658f3f46a9ce",0.166
"801","55f42b6a32af740005170bd0",0.9745
"802","5982eef79dfc3e00011d81e0",0.6385
"803","59917a2b0675b100014dadb8",0.9275
"804","599f17cb8d2b1600011b3dd3",0.5175
"805","59c7d5a159b379000115106e",0.6395
"806","5a33acd25617d60001f0e8ba",0.2705
"807","5a91cb166219a30001d2e6ef",0.9475
"808","5ad0422dfb109b0001a30f35",0.868
"809","5c0a29b6c307a400016adb9f",0.9375
"810","5c4353086ce36f0001205f65",0.2685
"811","5c4d8d706b23ab0001a34af2",0.447
"812","5c636bc3302b1e0001e69dce",0.608
"813","5c7bc8ea5a669300172440fc",0.645
"814","5cbb1374517cd00001310c43",0.5975
"815","5cdc899d48d5f100195fafff",0.5935
"816","5d35989e71b4880017d5cc81",0.9795
"817","5d95dfca33f8930017e85486",0.7545
"818","5dbf704fa3f5cb40876271fc",0.7885
"819","5dd742a140460e6e2b707d58",0.622
"820","5e2c8f69cad44b2bc5ce9a34",0.7815
"821","5e54c7fc2394ea4c99f88987",0.348
"822","5e7dba4f1d6961436474c8f2",0.9075
"823","5ea9e36155624e14a9a64525",0.645
"824","5ecfd28bb14b1c05751f178c",0.496
"825","5ee693b0822bd24173d86324",0.441
"826","5eecd2e3a38fd009dd9d1f3d",0.4045
"827","5f196e2fab8a9003090bd474",0.0805
"828","5f1be87fea92af4118e1109e",0.7805
"829","5f3483c9be9b7c3a6d9c2d79",0.2335
"830","5f5834134283933a1c3b42d0",0.9835
"831","5f625539ecec8c13b04d83e3",0.113
"832","5fb08ec5ddc19949a58f5a4f",0.3305
"833","5fd6f37a0ffc7b67ce2a73a3",0.6155
"834","60153f6faf1cb75da820c070",0.016
"835","601a3b26e9531b22dc95dd8c",0.9545
"836","6022e90eaccb290e2f1b07a2",0.6205
"837","605775ca8da35e75f7b6cb50",0.8865
"838","60ddc62b071a009e0b0c2922",0.024
"839","60fd29f9a87256295399a571",0.676
"840","60fde71d08e32b4b5bbdfc38",0.1375
"841","6100055d33f16a3c21e34bc5",0.939
"842","611e8bbe52b050f81208f7ea",0.035
"843","612266e2ea3c172619abba50",0.7335
"844","6165e6f471254e3af05c5057",0.624
"845","617407bb2ba9f1c43b5b5113",0.6
"846","62a72693ad239d8873b2d0bc",0.085
"847","62e154f05a9102fd27cdf5fd",0.922
"848","62e18da43c8a429a0bae6251",0.705
"849","62e5284ab84a0999a4fbc14f",0.604
"850","62ea86460ac7b94e757b7cbd",0.7605
"851","62eb8d7fddd5727deb1fd0dd",0.603
"852","6303b4c05665ebafc44b5f19",0.709
"853","631745a70c7c585248df1a5d",0.6795
"854","634d7466eeab50ae6cd7258a",0.809
"855","63654fcf8d9402db00e4fec9",0.937
"856","63d13edbfc31f4ecf0122017",0.592
"857","63d1404712c3f98874867c5c",0.7205
"858","63d7bb92ab9685eb344e78f4",0.644
"859","63f799d2960e7d0495eb1726",0.8195
"860","652981dabcaee22f94ef3d9b",0.9605
"861","653d1a347da5636bc74b4d9c",0.8655
"862","656b6e1fe07ae01094b87cda",0.8315
"863","657bbdb26495af184d3f222b",0.959
"864","65830055257db95983265d5c",0.688
"865","65a56c2cbc409fca218e8285",0.609
"866","65b6e2068a64315ecc01b3a5",0.737
"867","65c10d5c7796221b6986edba",0.635
"868","65ca4efd9e492352fb16ca90",0.612
"869","65e124f9e8fdc1f0cf89d7a7",0.6135
"870","6604686e0b7113cd625722e3",0.623
"871","660d9ae9eb48e944156c6bfb",0.9835
"872","660ea63f6efa52f887394f89",0.634
"873","66155607a7f8c623df21f8ff",0.6195
"874","662d51a9d8d126513b3e7f5f",0.5955
"875","663fa3adb913d930a704bb2f",0.409
"876","66439d7af15ad76099729ca0",0.062
"877","664a5be05bc29332beb2fced",0.633
"878","664decec249d8d74e41ed0f2",0.018
"879","664defd9cab927cb9a688d57",0.622
"880","664f5f31aa35be7505289bc1",0.9765
"881","6650f5030a15563b2658d5a0",0.575
"882","6651e1661b8d1a6b23f4e4d1",0.939
"883","6651e2f4da645d7478dab0c1",0.492
"884","6652a787bc9052c5a91535b9",0.931
"885","66538dda9f37e7ce5378aa3f",0.1055
"886","66572f7fad22008862aedbde",0.488
"887","6658b417198f87b4009b0332",0.7355
"888","6658b94f4552a75abbc1582c",0.356
"889","6658cbcb487ff144dc5280d6",0.9325
"890","6658e4e34f71ba900a44b907",0.844
"891","6658f3a2492864458de1a285",0.881
"892","6659f778e5822996669dce16",0.9665
"893","6659f7b686070a60418a9b41",0.935
"894","6659f937e570ab09f05021a3",0.858
"895","6659fdebb655a078b9cfce41",0.84
"896","66620adc8ed85217ecb07185",0.656
"897","666218f380e7717867e40fce",0.5985
"898","66699c70cfae1cfd3b1ba53a",0.931
"899","666b35640c6365706716ff4c",0.663
"900","666d9127b3793ddb90867fa8",0.986
"901","54249d5bfdf99b691e6ac9a0",0.3245
"902","597a2ec999bd880001771cb3",0.8485
"903","597a5a62ae36d500016cb0a7",0.693
"904","59a6aa43b2130b000179d303",0.9605
"905","5a9bf9bd89de8200013f0f28",0.9815
"906","5aead7e42ef8f800014af4a5",0.045
"907","5b8011a80a67ca0001cc3f9b",0.962
"908","5c436d365140ec0001030b05",0.6845
"909","5c6fd0be04b76500015f9db9",0.978
"910","5c9e2e3eaac2b40017e7fd62",0.517
"911","5d07ead6a1bdc70001799a94",0.953
"912","5d8fd7dea98dad0019f00f2e",0.9125
"913","5dd31d3216d10c341d2d2c7e",0.7795
"914","5dd9bd7bf85b50953fdf003c",0.914
"915","5de325f6df86d334c8894e69",0.7035
"916","5dea6cdd245a4617ff0cba9e",0.7545
"917","5e020766b633b5db8b72c15b",0.9825
"918","5e3ee908c055be141fe3108f",0.7285
"919","5ea03f468b35e20642b22a6d",0.8445
"920","5eb08706ca93a41222c8425a",0.236
"921","5ec957b88b62d208f6997476",0.6955
"922","5f1090a78830d9363ed7c78f",0.9145
"923","5f235c88d7c5b4117f9ba2fb",0.9665
"924","5f3c5d4c9168ccad270ddb36",0.9655
"925","5f43bbbc0dab3463a47b93e0",0.9125
"926","5f6bc4a2b9d95312f14c2ca6",0.975
"927","5fa3dc74fefcb501f909c68a",0.976
"928","5fa957563d40800ae541dca3",0.9245
"929","5fd89ebca76f0e0008c466a7",0.8095
"930","6005cbcb8a28b657ee71b852",0.0535
"931","604291e4c7cb5419f0cada14",0.954
"932","6047e372e43e380e0fd2950f",0.966
"933","605b6439f75b7f2bab0597c4",0.609
"934","60945dd7d1b9573ef28b8ebe",0.704
"935","60999a41b0da4306e160c328",0.952
"936","60a6a76aca6c98b970de90f2",0.6125
"937","60fd54646fdbd2659fd8c12e",0.986
"938","61117e542a320e8a3e01c978",0.963
"939","6112f732bdff6a31966aa97c",0.064
"940","614964ed4d5b9991b0fd700d",0.753
"941","6165d21a10257825b4bebfcc",0.9725
"942","629f2a1f516a323b811b8273",0.8755
"943","629f635b502fb63b91605574",0.852
"944","62b4a72f7bad9f1e3babd277",0.96
"945","62ebdb0664f37d0e0c7dbcea",0.901
"946","63254db937c17e8e9200fd54",0.579
"947","63d2a98baf92a2e09ce707b9",0.7805
"948","63ecfdf31c80611681211c81",0.8485
"949","63ecff90aec925d5a54bc0c0",0.703
"950","64109b02854a88a6c4006c9c",0.841
"951","641a43f78351cc4fefe31190",0.9235
"952","650c4f66a2799732bf17bbbc",0.942
"953","65cb7fb3c92049804c780e18",0.8905
"954","65e209621fce0d5fd8b3265f",0.7395
"955","66129934a71eca5733013d83",0.6965
"956","661f775070e92e0410c20865",0.47
"957","66486f2866b4d4c82509182e",0.6635
"958","664b4eabc8402e5be44dec40",0.754
"959","664f7217d63b2db66feb4333",0.963
"960","6654f1a24ff45623af24e3aa",0.953
"961","6658c10539f5e53a96a6ad40",0.9125
"962","6658c56f3d9230d99c3e6752",0.734
"963","6658f3b77408cb95546978fd",0.7025
"964","665996487472103f779bee79",0.9495
"965","6659cb22b8e889fe11ae56d2",0.7915
"966","6659f6db8ffcf5f7bbd42cbc",0.9645
"967","665a2d50f4eec50338c84d30",0.8415
"968","665d7a4b120ee6911f015440",0.9585
"969","665ddc38a270e0c579baf993",0.4265
"970","665e270715ffc37e9aaaad8d",0.9535
"971","665e2a3fcff6620a57b2fcd6",0.341
"972","6663b39d3676132ea478c7c1",0.8695
"973","666841e4cf7471c2c304f661",0.676
"974","666d914f72c39523e014dbb0",0.9745
"975","6671adcf4074ec7382ad560e",0.6575
"976","66730795fa560aa138fc5f91",0.8665
"977","66796ecee964ef59531e3cf3",0.9635
"978","667972f1f7b68474a2a964bf",0.9535
"979","6682bce828fc657c7d9ebab7",0.947
"980","6682c6fe1d3df0cb88cfac1f",0.077
"981","6682d2153685f252600eddac",0.873
"982","6683a217cd77e4dd4c506f6c",0.7675
"983","6683e9097336723a1012955c",0.726
"984","66842ddcf6f89acb5d73650b",0.8805
"985","66847038f572324a8043f2a2",0.923
"986","66854caca8e9c862c3a141e8",0.972
"987","66858cdf66a635e5c2884492",0.669
"988","6686f9d355c696564b8c1df7",0.699
"989","66880aa3c99718a3058f0dda",0.718
"990","6689457990fa575c90e0c82a",0.05
"991","668947b1b3549e7f65610f14",0.7485
"992","668964d790fa575c90e0cf89",0.737
"993","66899a43c6844e3085106b07",0.8005
"994","668a9224d5812c5acb87aa2b",0.873
"995","668ab879c59ae7981bfb3312",0.787
"996","668ac13f677dc562a445d890",0.6925
"997","668b922089b899b8acf2035d",0.0295
"998","668bc36024945804c1276ebc",0.9605
"999","668bfc03a3529d7791c62b19",0.689
"1000","668d371bd614f22c3433ea48",0.84
"1001","575865ba7b74a80006de2689",0.257
"1002","575b2b408b705300078ae5e6",0.3485
"1003","57b76ef5017c2d000166f019",0.005
"1004","57ff8c2d90de420001673aa0",0.0405
"1005","5848ad3bdb871400012da095",0.2155
"1006","58497529bd87380001552f71",0.02
"1007","5967e16cdfb5120001605ef5",0.2595
"1008","597b81f3de42bf000181db0b",0.7035
"1009","5997043dbbe84800017964a7",0.2555
"1010","59d3ef2c078dbe000195117f",0.017
"1011","59e71a3b1ac65d0001eb47ac",0.2595
"1012","5a52a04cacc75b000179cd4c",0.3165
"1013","5a96e1e735237b0001127123",0.2325
"1014","5b29585924931e0001198e11",0.008
"1015","5b9fa25e7b196f000195fd78",0.2495
"1016","5bc0ac845a09ea00012e2d30",0.0195
"1017","5c082f58b5b7c80001dd5bf4",0.249
"1018","5c0ec45b05ed100001f7861e",0.6635
"1019","5ccb9a7eac174f001808e30e",0.004
"1020","5d461b8e96f6f0001a0c191b",0.245
"1021","5e10c664e7802178da96078a",0.3455
"1022","5e378948cd9d1670b2b86a51",0.077
"1023","5e6550ab777c592d731cc94b",0.24
"1024","5e67f0321e4f0a0a657c1d08",0.2565
"1025","5e9af03313028a17f82e1631",0.297
"1026","5eefae66afa4e549ac714f73",0.383
"1027","5f49c98fc6a7d052d3935266",0.2555
"1028","5f53f6458dff8f755bac4a9d",0.2235
"1029","5f5d6b0def06255d5119a9ba",0.0625
"1030","5fbe5815ac295e370d46b29f",0.246
"1031","5fc3f52bc7a6322df9a0f857",0.2025
"1032","5ff669ef0d726a203b4f1f99",0.2035
"1033","6002ae1ea178912bfa128adf",0.2095
"1034","603cc7016acd6ea2ad7f817b",0.328
"1035","603ec800a82afdf93b6a050f",0.252
"1036","604fa685e33606f9a0ee8189",0.924
"1037","605e9cc770aa6d1947d02bfa",0.04
"1038","606f7c477740aa708877c818",0.1025
"1039","6071933c3c4ea940e3e2f175",0.166
"1040","6098491ceb27d49746c3d2dd",0.2705
"1041","609911e00dd4843e39cb88ac",0.1515
"1042","60dc84c1e594bb1151e400a6",0.372
"1043","60e3b450cc89a0046b21c5bc",0.382
"1044","61059c8fd2df1b4374bd21d9",0.245
"1045","611a3e16f34fa48850c0666c",0.058
"1046","611e717148e6b271f0b70d6f",0.258
"1047","612569afac9baa5313aa08a7",0.934
"1048","6136001fcd0e07e6f5f66bc1",0.249
"1049","615327ab3d238b032366a545",0.0665
"1050","62b9bd2b93657665bf0fc91d",0.23
"1051","62c856da0023abc2686d446c",0.0055
"1052","62fb7b282ed3a1e42d9a5f46",0.046
"1053","63469c570cfe46f801523b66",0.5445
"1054","63b88b7855864805bec51ddc",0.2675
"1055","63d10ca8fca9ad7d2fbe4393",0.2835
"1056","63d156100e702f67d226f892",0.097
"1057","63e6132468f99695fc58b132",0.281
"1058","6400e0dd862feacb579475a8",0.1615
"1059","64012d43d30e0fdefe7ad5d2",0.0135
"1060","6447b9633f4b280aad385306",0.012
"1061","64bea5e01789a08686f95dfc",0.258
"1062","652d5fbe9b9bfde1040a8c4d",0.2365
"1063","6575ef5ee4594000e0c8032c",0.052
"1064","6577fb64d29f73c7b3a13539",0.251
"1065","65c298bf5253915b97025e07",0.262
"1066","6614459617c24f065809b075",0.003
"1067","6617a19666ca466cfdc61193",0.2755
"1068","6630fafc1401ff36ea1c5586",0.2335
"1069","66520b99ce4da8180922c94a",0.0685
"1070","6655b1afcff232311e17a649",0.2515
"1071","6658b4e9c99a553bdd68de24",0.256
"1072","6658bb116039705479385bb3",0.252
"1073","6658d4eb6a1df274ee6349a6",0.328
"1074","666208dc57b332c5dbcaac25",0.29
"1075","6664a7ef93061c71884c8599",0.1575
"1076","6666c3db060bd8e20ca975cd",0.1665
"1077","6668960872498f269966bfb2",0.048
"1078","66757cddd8d92a5cbfda353f",0.236
"1079","667838e96d90a3a997356d2a",0.229
"1080","667c0ab0556ac92e2d6db642",0.2685
"1081","66919a02a5d3fddda5c003c4",0.2055
"1082","669289ddb97500a3b6f6dce4",0.373
"1083","6693a111b045d47b5cb2cd52",0.845
"1084","66999f66d94c8f3b06b047de",0.2475
"1085","669f8db3728d1287a9b052b0",0.7465
"1086","66a25a89e7ced6f13f96ee1e",0.145
"1087","66a7befcf3b5e244a0370b0a",0.1505
"1088","66a7e6f1c183d5d810af5e70",0.2635
"1089","66aa422e7db861629d0a7ddf",0.2785
"1090","66aba420ff3e6b366e465ffc",0.2605
"1091","66b1eb08a154c8f8beec5846",0.307
"1092","66be7301e7d69c455ad941e2",0.2375
"1093","66beecc36f5efc681981933f",0.045
"1094","66c4940e1ea4fb1d01988e88",0.327
"1095","66c73aea2a64da0ee5baa918",0.2165
"1096","66d1f88853da09348a20fbe8",0.4255
"1097","66f0aa8ae120b6df7b9b6f59",0.2925
"1098","66f4ac3610034d063f63c38e",0.233
"1099","66f7be4e7b8727097039069e",0.2425
"1100","66fafe2f993dfb430b808f37",0.256
"1101","596e1edd39e9d00001b7bb98",0.1465
"1102","59d65ad8e2762800015eb51b",0.15
"1103","5a11f4d76924a60001eb7c1b",0.2785
"1104","5a2ea69555ff700001ab7c81",0.011
"1105","5a8e886f0f1bce0001227b49",0.0425
"1106","5ae96d1878b0060001e69b8a",0.1475
"1107","5b1d82abd360420001f0ed29",0.1635
"1108","5b48a9e14acd54000132a67f",0.0145
"1109","5b6ae897122e27000180a65b",0.0815
"1110","5c63e621c894990001fcadea",0.149
"1111","5d0e6b201b7ef6001a6346fc",0.0955
"1112","5e88dd7a0febe805d3a120b6",0.2385
"1113","5e9a2251a69f690b9cc31ede",0.158
"1114","5edc7aed858a159580341afa",0.148
"1115","5ee7a8ab87d5560568bc2dca",0.1255
"1116","5f68e47097de38085d5f2284",0.002
"1117","601318f9e356fc15bb3882b9",0.11
"1118","6054c99c850918fc1ee83760",0.1475
"1119","60bf4ae16dbab59c9fdd4218",0.183
"1120","60ce4fceb13609a2c039248e",0.3275
"1121","60eaf333fe01e0ded6f9800f",0.1995
"1122","6109f02b5f6b3477fa8ddd8a",0.031
"1123","6120ad8c2f493a7f2d524aa3",0.0065
"1124","62e15ecf9710cd1f02194989",0.08
"1125","62fd76d3f0824c29d4b1e6bd",0.3255
"1126","63c3164c08ff110d63b44dc6",0.0255
"1127","63cedc92cb08f473e34c77ff",0.1485
"1128","63d79c8ca0d0c4b632fdc457",0.1465
"1129","6435816b3f5be1197802bcd5",0.156
"1130","65ddb419cd6dd91fdbe6dbdc",0.142
"1131","65e5ec7c5cc8e775d79139b5",0.183
"1132","6600214d71ce9b3918064857",0.07
"1133","66044604f8548b2cc41f7b1a",0.1725
"1134","66084ddf1247642dfadae769",0.1485
"1135","662fbb4163d7a1695a748636",0.138
"1136","66351f1595e2d14689bec294",0.404
"1137","6658d57e96aa5518f7414d69",0.084
"1138","665ae2ab5224bdf82a9ece3e",0.1995
"1139","665c53ead6263de808f67e34",0.1565
"1140","667ed0f7182101c92b5944cf",0.1715
"1141","668999e376d6bb4d48f36f73",0.12
"1142","66a0deb7187b7c53b60f2143",0.139
"1143","66a2b042d990ccc0de0f7e58",0.082
"1144","66a5a24ecca4efbce8324f7c",0.074
"1145","66a9530d53827f826e972b51",0.2105
"1146","66b36b9dcd7904261d7daf1d",0.1
"1147","66b3dd9fc2f52474eece7349",0.109
"1148","66b4bfb185acefa629c6e71c",0.141
"1149","66bc0b4d557762d773dd0fd5",0.1375
"1150","66bea33a7a90daed04a2a7cf",0.154
"1151","66c60376d05d3983d046e1df",0.0335
"1152","66cf2c0edffa4b2b354a1a11",0.013
"1153","66f69fd0e82a97fd370db5d4",0.1455
"1154","670574393ef85544dc2c0235",0.1485
"1155","670d2513894d1c633eeb11a6",0.1355
"1156","6712578821a39ef925b9a55b",0.153
"1157","671ac4d348265220d259074f",0.1535
"1158","672107688fa36a5213347a7a",0.049
"1159","6723a12849796982b39f3c28",0.156
"1160","6724f341fde161bb42b00304",0.105
"1161","672646b532acd1b0641d0981",0.16
"1162","6728fc1c749a0fb12409180c",0.145
"1163","672b348d648efe8ba3470df4",0.1885
"1164","672be03c4142baee87dd593d",0.0055
"1165","672e1dfe63cfc62687193f70",0.1385
"1166","672e399c5b4664b34afd23bf",0.1585
"1167","672fa0683b13032414d49fc8",0.126
