"","sim","gen","mu_t","score","know"
"2101",6,1,-0.01,0,0.00580912308450206
"2102",6,2,-0.01,0,0.0228745114877155
"2103",6,3,-0.01,0,0.0362724888419224
"2104",6,4,-0.01,0,0.0437274373585686
"2105",6,5,-0.01,0,0.0491787574511272
"2106",6,6,-0.01,0,0.0603639259270456
"2107",6,7,-0.01,0,0.0648526803858264
"2108",6,8,-0.01,0,0.0738161545064751
"2109",6,9,-0.01,0,0.0808255323606646
"2110",6,10,-0.01,0,0.0835163950376501
"2111",6,11,-0.01,0,0.0855358690228224
"2112",6,12,-0.01,0.00125,0.0869084002268141
"2113",6,13,-0.01,0.14625,0.18470422360632
"2114",6,14,-0.01,0.18125,0.194965226023063
"2115",6,15,-0.01,0.19875,0.20866108378354
"2116",6,16,-0.01,0.21625,0.216769058341877
"2117",6,17,-0.01,0.21375,0.227617119079976
"2118",6,18,-0.01,0.22375,0.229071140432633
"2119",6,19,-0.01,0.22125,0.236926138839831
"2120",6,20,-0.01,0.22625,0.246997415919644
"2121",7,1,-0.01,0,0.00571660141812754
"2122",7,2,-0.01,0,0.0227565024176515
"2123",7,3,-0.01,0,0.0354810779943208
"2124",7,4,-0.01,0,0.0457790761434658
"2125",7,5,-0.01,0,0.0558180396143113
"2126",7,6,-0.01,0,0.0583546092836085
"2127",7,7,-0.01,0,0.0688394147691517
"2128",7,8,-0.01,0,0.079952113921241
"2129",7,9,-0.01,0,0.0816549205026163
"2130",7,10,-0.01,0,0.0814871617565739
"2131",7,11,-0.01,0.0025,0.091763156466716
"2132",7,12,-0.01,0.155,0.255272302776849
"2133",7,13,-0.01,0.21625,0.269398058210971
"2134",7,14,-0.01,0.20875,0.269327406966487
"2135",7,15,-0.01,0.23125,0.277357318054625
"2136",7,16,-0.01,0.265,0.29067960137458
"2137",7,17,-0.01,0.3275,0.322948222479535
"2138",7,18,-0.01,0.34,0.334185543098604
"2139",7,19,-0.01,0.3675,0.342294019076182
"2140",7,20,-0.01,0.39375,0.361376787361339
"2141",8,1,-0.01,0,0.00465481055097189
"2142",8,2,-0.01,0,0.0224030875427076
"2143",8,3,-0.01,0,0.0376819826731085
"2144",8,4,-0.01,0,0.0519653273635077
"2145",8,5,-0.01,0,0.0591181832766611
"2146",8,6,-0.01,0,0.0656200485968724
"2147",8,7,-0.01,0,0.0788299875913007
"2148",8,8,-0.01,0.00125,0.0788321110155707
"2149",8,9,-0.01,0.0525,0.133403604926192
"2150",8,10,-0.01,0.0825,0.144860265255322
"2151",8,11,-0.01,0.11,0.160297143666859
"2152",8,12,-0.01,0.11875,0.167830766974565
"2153",8,13,-0.01,0.13875,0.178052783119643
"2154",8,14,-0.01,0.15625,0.186165675850733
"2155",8,15,-0.01,0.18625,0.195643896008594
"2156",8,16,-0.01,0.1825,0.197621060267305
"2157",8,17,-0.01,0.2025,0.210490503380991
"2158",8,18,-0.01,0.19625,0.21472767434933
"2159",8,19,-0.01,0.20125,0.22187061462193
"2160",8,20,-0.01,0.22375,0.23092156264373
"2161",9,1,-0.01,0,0.0054851675441023
"2162",9,2,-0.01,0,0.0248868782899417
"2163",9,3,-0.01,0,0.0388417053530727
"2164",9,4,-0.01,0,0.0506417032996835
"2165",9,5,-0.01,0,0.0591016385213575
"2166",9,6,-0.01,0,0.0639759284194292
"2167",9,7,-0.01,0,0.0691913978497243
"2168",9,8,-0.01,0,0.0682143407076655
"2169",9,9,-0.01,0,0.0662246984509762
"2170",9,10,-0.01,0,0.066435980475133
"2171",9,11,-0.01,0,0.0706158580324033
"2172",9,12,-0.01,0,0.0756513859198763
"2173",9,13,-0.01,0.00125,0.0807223115070737
"2174",9,14,-0.01,0.07875,0.189912557690502
"2175",9,15,-0.01,0.10125,0.203183230210901
"2176",9,16,-0.01,0.12375,0.209418173842983
"2177",9,17,-0.01,0.15125,0.219078873946612
"2178",9,18,-0.01,0.175,0.236746696952083
"2179",9,19,-0.01,0.19125,0.248361268525079
"2180",9,20,-0.01,0.20875,0.263867963495431
"2181",10,1,-0.01,0,0.00559473233809695
"2182",10,2,-0.01,0,0.0258794692685193
"2183",10,3,-0.01,0,0.0367993262191531
"2184",10,4,-0.01,0,0.0436339969187174
"2185",10,5,-0.01,0,0.0524378768254246
"2186",10,6,-0.01,0,0.0560398440506718
"2187",10,7,-0.01,0,0.0636658392381661
"2188",10,8,-0.01,0.00125,0.0743771391590899
"2189",10,9,-0.01,0.11,0.22018488344692
"2190",10,10,-0.01,0.16625,0.2304963518921
"2191",10,11,-0.01,0.18375,0.232226410282892
"2192",10,12,-0.01,0.18375,0.236795398936553
"2193",10,13,-0.01,0.20875,0.235849339447885
"2194",10,14,-0.01,0.21375,0.236667225612914
"2195",10,15,-0.01,0.22875,0.23829647505937
"2196",10,16,-0.01,0.23125,0.248303448806702
"2197",10,17,-0.01,0.24375,0.246996471766729
"2198",10,18,-0.01,0.25625,0.258760929216423
"2199",10,19,-0.01,0.28375,0.28498473911302
"2200",10,20,-0.01,0.325,0.319140377761271
"2201",11,1,-0.01,0,0.00521265480178408
"2202",11,2,-0.01,0,0.0263636150171224
"2203",11,3,-0.01,0,0.0405502026869879
"2204",11,4,-0.01,0,0.0510213881210101
"2205",11,5,-0.01,0,0.0574299972506201
"2206",11,6,-0.01,0,0.0648018024173188
"2207",11,7,-0.01,0,0.0759509641882334
"2208",11,8,-0.01,0,0.0746443011346523
"2209",11,9,-0.01,0.00125,0.0824292170324287
"2210",11,10,-0.01,0.11625,0.207229119294924
"2211",11,11,-0.01,0.11375,0.210856916057088
"2212",11,12,-0.01,0.11625,0.206189395305769
"2213",11,13,-0.01,0.12125,0.208580479477427
"2214",11,14,-0.01,0.14,0.212618583621571
"2215",11,15,-0.01,0.16875,0.223618973669231
"2216",11,16,-0.01,0.18875,0.230965186507845
"2217",11,17,-0.01,0.20375,0.235451309740877
"2218",11,18,-0.01,0.20125,0.239408096005761
"2219",11,19,-0.01,0.21,0.24595317307268
"2220",11,20,-0.01,0.21375,0.254286165229469
"2221",12,1,-0.01,0,0.00561342006141786
"2222",12,2,-0.01,0,0.0239616797516272
"2223",12,3,-0.01,0,0.0387997459551326
"2224",12,4,-0.01,0,0.0499636452171767
"2225",12,5,-0.01,0,0.0566146859877123
"2226",12,6,-0.01,0,0.0668194539433616
"2227",12,7,-0.01,0,0.0707341625793972
"2228",12,8,-0.01,0,0.0757098190445676
"2229",12,9,-0.01,0,0.0711032999354463
"2230",12,10,-0.01,0,0.0788670714763837
"2231",12,11,-0.01,0.00125,0.0869912978215716
"2232",12,12,-0.01,0.12125,0.215800566739884
"2233",12,13,-0.01,0.115,0.213115414214915
"2234",12,14,-0.01,0.1125,0.207722200795229
"2235",12,15,-0.01,0.11,0.205156077037122
"2236",12,16,-0.01,0.13875,0.216531744000327
"2237",12,17,-0.01,0.14625,0.220190886847063
"2238",12,18,-0.01,0.16875,0.226744137412625
"2239",12,19,-0.01,0.19125,0.245696658237023
"2240",12,20,-0.01,0.2075,0.252895650835493
"2241",13,1,-0.01,0,0.00498981633133371
"2242",13,2,-0.01,0,0.0227269710675531
"2243",13,3,-0.01,0,0.0390834198341687
"2244",13,4,-0.01,0,0.046786658337893
"2245",13,5,-0.01,0,0.0560811701713949
"2246",13,6,-0.01,0,0.0654655652658759
"2247",13,7,-0.01,0,0.0716569173245532
"2248",13,8,-0.01,0,0.0751001951601544
"2249",13,9,-0.01,0,0.0772521377443225
"2250",13,10,-0.01,0,0.0864622795092739
"2251",13,11,-0.01,0,0.0892409654201447
"2252",13,12,-0.01,0.00125,0.0914872355746812
"2253",13,13,-0.01,0.0425,0.13003044138298
"2254",13,14,-0.01,0.0975,0.145246118590654
"2255",13,15,-0.01,0.1175,0.158864193597812
"2256",13,16,-0.01,0.12375,0.166335490707539
"2257",13,17,-0.01,0.15875,0.179181393128546
"2258",13,18,-0.01,0.18125,0.192673856963099
"2259",13,19,-0.01,0.20125,0.204653205146052
"2260",13,20,-0.01,0.21875,0.215547695184615
"2261",14,1,-0.01,0,0.00464479690926964
"2262",14,2,-0.01,0,0.0299405570897936
"2263",14,3,-0.01,0,0.0410514421241994
"2264",14,4,-0.01,0,0.0478616717801868
"2265",14,5,-0.01,0,0.0604800815702788
"2266",14,6,-0.01,0,0.0655358253956368
"2267",14,7,-0.01,0.00125,0.0722921880868029
"2268",14,8,-0.01,0.085,0.130447890309087
"2269",14,9,-0.01,0.08,0.137383222596521
"2270",14,10,-0.01,0.1,0.146460258077954
"2271",14,11,-0.01,0.11125,0.162137714200819
"2272",14,12,-0.01,0.12625,0.172346723221374
"2273",14,13,-0.01,0.14,0.183846349678
"2274",14,14,-0.01,0.15125,0.190269773990138
"2275",14,15,-0.01,0.18625,0.207472168247754
"2276",14,16,-0.01,0.21,0.22333999971916
"2277",14,17,-0.01,0.23875,0.249516316365482
"2278",14,18,-0.01,0.29875,0.293441534691097
"2279",14,19,-0.01,0.29125,0.306672615425879
"2280",14,20,-0.01,0.32625,0.325503772121892
"2281",15,1,-0.01,0,0.00537083834424266
"2282",15,2,-0.01,0,0.0224292134646762
"2283",15,3,-0.01,0,0.0333717640742358
"2284",15,4,-0.01,0,0.0483471874379117
"2285",15,5,-0.01,0,0.0537568256029432
"2286",15,6,-0.01,0,0.0624742244155191
"2287",15,7,-0.01,0,0.0681038625808262
"2288",15,8,-0.01,0,0.0722461040436065
"2289",15,9,-0.01,0,0.0833701354500908
"2290",15,10,-0.01,0.00125,0.0854325980036237
"2291",15,11,-0.01,0.055,0.115488243922999
"2292",15,12,-0.01,0.0775,0.131846782523995
"2293",15,13,-0.01,0.1025,0.141121788292759
"2294",15,14,-0.01,0.1025,0.153525548619571
"2295",15,15,-0.01,0.125,0.167228891715555
"2296",15,16,-0.01,0.13125,0.176179709659736
"2297",15,17,-0.01,0.15625,0.188148849198216
"2298",15,18,-0.01,0.17875,0.2078205016693
"2299",15,19,-0.01,0.1875,0.220858778087756
"2300",15,20,-0.01,0.2075,0.239100562369278
"2301",16,1,-0.01,0,0.00526542434480507
"2302",16,2,-0.01,0,0.025951136172371
"2303",16,3,-0.01,0,0.0373303162734353
"2304",16,4,-0.01,0,0.0442293654815389
"2305",16,5,-0.01,0,0.0555021844431772
"2306",16,6,-0.01,0,0.0649629794738707
"2307",16,7,-0.01,0,0.0733927646790561
"2308",16,8,-0.01,0,0.0692198216560844
"2309",16,9,-0.01,0,0.0748174664998615
"2310",16,10,-0.01,0.00125,0.0836572412006555
"2311",16,11,-0.01,0.06875,0.19122032226922
"2312",16,12,-0.01,0.1175,0.202921562436009
"2313",16,13,-0.01,0.11,0.209223843664855
"2314",16,14,-0.01,0.1375,0.225299796355527
"2315",16,15,-0.01,0.16375,0.230358383466351
"2316",16,16,-0.01,0.20625,0.247256866780533
"2317",16,17,-0.01,0.25,0.267147847638214
"2318",16,18,-0.01,0.2575,0.272180489513965
"2319",16,19,-0.01,0.2725,0.28291517170434
"2320",16,20,-0.01,0.27125,0.283075116578988
"2321",17,1,-0.01,0,0.00434171849000268
"2322",17,2,-0.01,0,0.0240681049743076
"2323",17,3,-0.01,0,0.035568318459518
"2324",17,4,-0.01,0,0.0420542110314131
"2325",17,5,-0.01,0,0.0461800574162737
"2326",17,6,-0.01,0,0.0529019992131887
"2327",17,7,-0.01,0,0.0545549255921578
"2328",17,8,-0.01,0,0.0556217392674417
"2329",17,9,-0.01,0,0.0634858806049751
"2330",17,10,-0.01,0.00125,0.0655659811110826
"2331",17,11,-0.01,0.07125,0.127907518537063
"2332",17,12,-0.01,0.09,0.14090204299379
"2333",17,13,-0.01,0.1075,0.153601807254636
"2334",17,14,-0.01,0.12375,0.167110561589012
"2335",17,15,-0.01,0.15375,0.180377944532036
"2336",17,16,-0.01,0.17375,0.198369105789207
"2337",17,17,-0.01,0.19375,0.217028722976956
"2338",17,18,-0.01,0.20875,0.222219905121607
"2339",17,19,-0.01,0.23125,0.23546947433309
"2340",17,20,-0.01,0.225,0.240813567071335
"2341",18,1,-0.01,0,0.00430506422065082
"2342",18,2,-0.01,0,0.0250695862509195
"2343",18,3,-0.01,0,0.0394711987372461
"2344",18,4,-0.01,0,0.0435854441097853
"2345",18,5,-0.01,0,0.0522040132324164
"2346",18,6,-0.01,0,0.0557681915291411
"2347",18,7,-0.01,0,0.0642517751936744
"2348",18,8,-0.01,0,0.0768446550853677
"2349",18,9,-0.01,0,0.0846960914234123
"2350",18,10,-0.01,0,0.0871204397927672
"2351",18,11,-0.01,0,0.0819740302337021
"2352",18,12,-0.01,0,0.0881983675983306
"2353",18,13,-0.01,0,0.0953084945797643
"2354",18,14,-0.01,0.0025,0.0971621499918515
"2355",18,15,-0.01,0.08375,0.190711170779361
"2356",18,16,-0.01,0.11125,0.200446223720208
"2357",18,17,-0.01,0.1475,0.209474272010891
"2358",18,18,-0.01,0.175,0.216333539808965
"2359",18,19,-0.01,0.20125,0.224818088872735
"2360",18,20,-0.01,0.2175,0.241152994920344
"2361",19,1,-0.01,0,0.00463636674100417
"2362",19,2,-0.01,0,0.0239454942237542
"2363",19,3,-0.01,0,0.0370173918700116
"2364",19,4,-0.01,0,0.0481880510424454
"2365",19,5,-0.01,0,0.0547512573955218
"2366",19,6,-0.01,0,0.0578870859561507
"2367",19,7,-0.01,0,0.0620246329954763
"2368",19,8,-0.01,0,0.0657424862197065
"2369",19,9,-0.01,0,0.0707378131813535
"2370",19,10,-0.01,0,0.0794564974860433
"2371",19,11,-0.01,0,0.0881724706641278
"2372",19,12,-0.01,0,0.0839863853014807
"2373",19,13,-0.01,0.00125,0.0822757458751345
"2374",19,14,-0.01,0.1075,0.189735976848003
"2375",19,15,-0.01,0.105,0.189624562134579
"2376",19,16,-0.01,0.11375,0.195743173250493
"2377",19,17,-0.01,0.13375,0.207563731135125
"2378",19,18,-0.01,0.15,0.216135079261225
"2379",19,19,-0.01,0.16,0.22389499067407
"2380",19,20,-0.01,0.17375,0.234691347505949
"2381",20,1,-0.01,0,0.00501614475154202
"2382",20,2,-0.01,0,0.0237534159436729
"2383",20,3,-0.01,0,0.0344235027764637
"2384",20,4,-0.01,0,0.0448628569518358
"2385",20,5,-0.01,0,0.0505169484828851
"2386",20,6,-0.01,0,0.0526109455266412
"2387",20,7,-0.01,0,0.0607820513582525
"2388",20,8,-0.01,0,0.0707013575086171
"2389",20,9,-0.01,0,0.0810343798221252
"2390",20,10,-0.01,0,0.0839930225398088
"2391",20,11,-0.01,0,0.0852914616242064
"2392",20,12,-0.01,0.0025,0.0895606623743973
"2393",20,13,-0.01,0.1,0.185572542106917
"2394",20,14,-0.01,0.12625,0.196605810368712
"2395",20,15,-0.01,0.1575,0.205484052121692
"2396",20,16,-0.01,0.1775,0.212298426178799
"2397",20,17,-0.01,0.20125,0.221588740875002
"2398",20,18,-0.01,0.21875,0.2392158416909
"2399",20,19,-0.01,0.23,0.250918676394653
"2400",20,20,-0.01,0.24,0.263525082921571
"2401",21,1,-0.01,0,0.00460992650291882
"2402",21,2,-0.01,0,0.0242526393686272
"2403",21,3,-0.01,0,0.0356923197720002
"2404",21,4,-0.01,0,0.0436748662243043
"2405",21,5,-0.01,0,0.0488008719108956
"2406",21,6,-0.01,0,0.0551625250477728
"2407",21,7,-0.01,0,0.0628648610846785
"2408",21,8,-0.01,0,0.0763633102413798
"2409",21,9,-0.01,0.00125,0.078504276859274
"2410",21,10,-0.01,0.0675,0.128192839409483
"2411",21,11,-0.01,0.0975,0.147173344698688
"2412",21,12,-0.01,0.11875,0.16110183210844
"2413",21,13,-0.01,0.14125,0.173623414634476
"2414",21,14,-0.01,0.1525,0.180843792045017
"2415",21,15,-0.01,0.18375,0.195080935799899
"2416",21,16,-0.01,0.19875,0.204208217496141
"2417",21,17,-0.01,0.215,0.214220145331636
"2418",21,18,-0.01,0.22375,0.217262921090155
"2419",21,19,-0.01,0.22625,0.224370993066565
"2420",21,20,-0.01,0.225,0.226825369846752
"2421",22,1,-0.01,0,0.00504708198242588
"2422",22,2,-0.01,0,0.0239261135838317
"2423",22,3,-0.01,0,0.0341241066188325
"2424",22,4,-0.01,0,0.0439364677959019
"2425",22,5,-0.01,0,0.051661034050805
"2426",22,6,-0.01,0,0.058440217480328
"2427",22,7,-0.01,0,0.068959489504189
"2428",22,8,-0.01,0,0.0696291211752347
"2429",22,9,-0.01,0,0.0727766385815894
"2430",22,10,-0.01,0,0.0734239198522747
"2431",22,11,-0.01,0,0.0685112768262517
"2432",22,12,-0.01,0,0.0781190288288337
"2433",22,13,-0.01,0,0.0840275513102867
"2434",22,14,-0.01,0.0025,0.0890652531157366
"2435",22,15,-0.01,0.1075,0.182771703905064
"2436",22,16,-0.01,0.1425,0.186664937705689
"2437",22,17,-0.01,0.155,0.193054657747365
"2438",22,18,-0.01,0.175,0.204512942477792
"2439",22,19,-0.01,0.19625,0.211907868175539
"2440",22,20,-0.01,0.22375,0.235549511069109
"2441",23,1,-0.01,0,0.00457556450195261
"2442",23,2,-0.01,0,0.024820055418075
"2443",23,3,-0.01,0,0.0395184398499457
"2444",23,4,-0.01,0,0.0520024271282108
"2445",23,5,-0.01,0,0.0571344347732879
"2446",23,6,-0.01,0,0.0634829928883313
"2447",23,7,-0.01,0,0.075568515744275
"2448",23,8,-0.01,0,0.079133171708875
"2449",23,9,-0.01,0,0.0796896786254496
"2450",23,10,-0.01,0,0.0833627261536462
"2451",23,11,-0.01,0.00125,0.0869030399613853
"2452",23,12,-0.01,0.0625,0.201662888905578
"2453",23,13,-0.01,0.10125,0.2106274197673
"2454",23,14,-0.01,0.12,0.223157331238553
"2455",23,15,-0.01,0.1525,0.236568090357248
"2456",23,16,-0.01,0.1675,0.250014106689148
"2457",23,17,-0.01,0.20625,0.2621529950995
"2458",23,18,-0.01,0.24125,0.274214179580625
"2459",23,19,-0.01,0.28875,0.302607292297332
"2460",23,20,-0.01,0.315,0.320183745579117
"2461",24,1,-0.01,0,0.00461464639718179
"2462",24,2,-0.01,0,0.0223965933559606
"2463",24,3,-0.01,0,0.0356911207656524
"2464",24,4,-0.01,0,0.0448448547534738
"2465",24,5,-0.01,0,0.0552517936922489
"2466",24,6,-0.01,0,0.0601633756539661
"2467",24,7,-0.01,0,0.0707974762244664
"2468",24,8,-0.01,0.0025,0.0787146598807955
"2469",24,9,-0.01,0.07,0.171892005720581
"2470",24,10,-0.01,0.10375,0.182459253548602
"2471",24,11,-0.01,0.12875,0.187706427154994
"2472",24,12,-0.01,0.15375,0.202294244726067
"2473",24,13,-0.01,0.1775,0.211738573633193
"2474",24,14,-0.01,0.1875,0.2182948104126
"2475",24,15,-0.01,0.20375,0.230807459425494
"2476",24,16,-0.01,0.205,0.234570072013731
"2477",24,17,-0.01,0.22125,0.246274457230135
"2478",24,18,-0.01,0.2375,0.252278422500168
"2479",24,19,-0.01,0.2425,0.260601704359605
"2480",24,20,-0.01,0.27375,0.282971090075168
"2481",25,1,-0.01,0,0.00451298961119028
"2482",25,2,-0.01,0,0.0230585778253156
"2483",25,3,-0.01,0,0.0357111085601282
"2484",25,4,-0.01,0,0.0428646368658923
"2485",25,5,-0.01,0,0.0585350659902769
"2486",25,6,-0.01,0,0.062063568394922
"2487",25,7,-0.01,0,0.069623803724934
"2488",25,8,-0.01,0,0.0709611591798166
"2489",25,9,-0.01,0.00125,0.0831914353599241
"2490",25,10,-0.01,0.115,0.173819122608518
"2491",25,11,-0.01,0.1425,0.180056397733581
"2492",25,12,-0.01,0.1675,0.188399272277669
"2493",25,13,-0.01,0.19375,0.202208705752081
"2494",25,14,-0.01,0.2125,0.218064533093614
"2495",25,15,-0.01,0.21,0.219802328397182
"2496",25,16,-0.01,0.225,0.226707274501366
"2497",25,17,-0.01,0.2225,0.23102568854118
"2498",25,18,-0.01,0.2275,0.243685775502022
"2499",25,19,-0.01,0.23375,0.25176654552873
"2500",25,20,-0.01,0.23,0.255030963024187
"2501",26,1,-0.01,0,0.00530534336229903
"2502",26,2,-0.01,0,0.0210731687286892
"2503",26,3,-0.01,0,0.0351940060224001
"2504",26,4,-0.01,0,0.0420395815827853
"2505",26,5,-0.01,0,0.055681747238972
"2506",26,6,-0.01,0,0.0595216729381841
"2507",26,7,-0.01,0,0.0633937341066933
"2508",26,8,-0.01,0,0.0676422817782417
"2509",26,9,-0.01,0,0.0716912401835132
"2510",26,10,-0.01,0.00125,0.0773252907799734
"2511",26,11,-0.01,0.08,0.134252683360764
"2512",26,12,-0.01,0.09375,0.145900885943459
"2513",26,13,-0.01,0.1175,0.166002332742877
"2514",26,14,-0.01,0.13375,0.179060370256921
"2515",26,15,-0.01,0.1475,0.186548433554505
"2516",26,16,-0.01,0.17625,0.201987425666782
"2517",26,17,-0.01,0.195,0.210880862460851
"2518",26,18,-0.01,0.1925,0.20776550318758
"2519",26,19,-0.01,0.20125,0.224914115238151
"2520",26,20,-0.01,0.21875,0.239619527799055
"2521",27,1,-0.01,0,0.0055292173284397
"2522",27,2,-0.01,0,0.025335309741634
"2523",27,3,-0.01,0,0.0369513720019867
"2524",27,4,-0.01,0,0.0472878489724778
"2525",27,5,-0.01,0,0.0525465062888439
"2526",27,6,-0.01,0,0.0565689866376645
"2527",27,7,-0.01,0,0.0640550775981386
"2528",27,8,-0.01,0,0.0641945049550824
"2529",27,9,-0.01,0,0.0680142200882531
"2530",27,10,-0.01,0,0.0732282446703
"2531",27,11,-0.01,0,0.0755626392454375
"2532",27,12,-0.01,0,0.0744960770809001
"2533",27,13,-0.01,0.00125,0.0767191211324975
"2534",27,14,-0.01,0.06375,0.177526134899387
"2535",27,15,-0.01,0.1275,0.187206900153991
"2536",27,16,-0.01,0.17375,0.20155673956057
"2537",27,17,-0.01,0.2,0.219275577388445
"2538",27,18,-0.01,0.21875,0.228058686627703
"2539",27,19,-0.01,0.21375,0.229127005036775
"2540",27,20,-0.01,0.21375,0.223769384678049
"2541",28,1,-0.01,0,0.00466571553592803
"2542",28,2,-0.01,0,0.0232904074679776
"2543",28,3,-0.01,0,0.0386861921960472
"2544",28,4,-0.01,0,0.046327702208851
"2545",28,5,-0.01,0,0.0540383214348764
"2546",28,6,-0.01,0,0.0598358553549737
"2547",28,7,-0.01,0,0.0715035843249656
"2548",28,8,-0.01,0,0.0819176031671268
"2549",28,9,-0.01,0,0.0914557707197833
"2550",28,10,-0.01,0,0.0958071245539881
"2551",28,11,-0.01,0,0.0941653805097312
"2552",28,12,-0.01,0,0.0892640317791534
"2553",28,13,-0.01,0,0.0908995134330649
"2554",28,14,-0.01,0.0025,0.0983760872348382
"2555",28,15,-0.01,0.20875,0.236932516682988
"2556",28,16,-0.01,0.20625,0.24737212041882
"2557",28,17,-0.01,0.2275,0.25153761313556
"2558",28,18,-0.01,0.24125,0.262154442490851
"2559",28,19,-0.01,0.2725,0.272734168723267
"2560",28,20,-0.01,0.28625,0.278775395074584
"2561",29,1,-0.01,0,0.00516067545575788
"2562",29,2,-0.01,0,0.0250764704998363
"2563",29,3,-0.01,0,0.0384643171965681
"2564",29,4,-0.01,0,0.049071984941511
"2565",29,5,-0.01,0,0.0586136375107878
"2566",29,6,-0.01,0,0.0641088664244124
"2567",29,7,-0.01,0,0.0711829191751545
"2568",29,8,-0.01,0,0.0775419436349125
"2569",29,9,-0.01,0,0.0779255906216873
"2570",29,10,-0.01,0.00125,0.0850140083061274
"2571",29,11,-0.01,0.15625,0.15724838710042
"2572",29,12,-0.01,0.185,0.166624100299353
"2573",29,13,-0.01,0.1925,0.178936481005957
"2574",29,14,-0.01,0.205,0.187382566115581
"2575",29,15,-0.01,0.2125,0.196691945856823
"2576",29,16,-0.01,0.215,0.199655365473837
"2577",29,17,-0.01,0.23125,0.213382495560374
"2578",29,18,-0.01,0.23125,0.221505768695049
"2579",29,19,-0.01,0.23375,0.224771678269238
"2580",29,20,-0.01,0.22875,0.233766222468099
"2581",30,1,-0.01,0,0.00487747531119385
"2582",30,2,-0.01,0,0.0254112202323827
"2583",30,3,-0.01,0,0.0373711197098848
"2584",30,4,-0.01,0,0.0461329402536746
"2585",30,5,-0.01,0,0.046749305584455
"2586",30,6,-0.01,0,0.0529100337680516
"2587",30,7,-0.01,0,0.0617556042349301
"2588",30,8,-0.01,0,0.0711735821954634
"2589",30,9,-0.01,0,0.0769401398840781
"2590",30,10,-0.01,0,0.0843073156634131
"2591",30,11,-0.01,0,0.0870043558808084
"2592",30,12,-0.01,0.00375,0.0884027727352378
"2593",30,13,-0.01,0.0875,0.166290229560396
"2594",30,14,-0.01,0.09875,0.165748613686613
"2595",30,15,-0.01,0.11,0.177512930977816
"2596",30,16,-0.01,0.12625,0.180648656490496
"2597",30,17,-0.01,0.1375,0.186241243921448
"2598",30,18,-0.01,0.14875,0.191490155330479
"2599",30,19,-0.01,0.15625,0.20231203863395
"2600",30,20,-0.01,0.1725,0.212090953478502
"2601",31,1,-0.01,0,0.00515018786105793
"2602",31,2,-0.01,0,0.0251272081428263
"2603",31,3,-0.01,0,0.0380513513115399
"2604",31,4,-0.01,0,0.055963097178976
"2605",31,5,-0.01,0,0.0586067120077163
"2606",31,6,-0.01,0,0.0642182875525377
"2607",31,7,-0.01,0,0.0707935282441005
"2608",31,8,-0.01,0,0.0801626640315036
"2609",31,9,-0.01,0.00125,0.0831538739762451
"2610",31,10,-0.01,0.1725,0.185721171636782
"2611",31,11,-0.01,0.17625,0.190287346957885
"2612",31,12,-0.01,0.19,0.198971972077951
"2613",31,13,-0.01,0.2275,0.213170151622291
"2614",31,14,-0.01,0.22875,0.218165558086947
"2615",31,15,-0.01,0.22875,0.221671688278917
"2616",31,16,-0.01,0.225,0.228541304529383
"2617",31,17,-0.01,0.22375,0.236896859888088
"2618",31,18,-0.01,0.2275,0.234433955275642
"2619",31,19,-0.01,0.235,0.239871528747694
"2620",31,20,-0.01,0.24125,0.255575286906475
"2621",32,1,-0.01,0,0.00474238343120669
"2622",32,2,-0.01,0,0.0224695242696179
"2623",32,3,-0.01,0,0.0354359143931117
"2624",32,4,-0.01,0,0.0486551065802883
"2625",32,5,-0.01,0,0.0543902411329535
"2626",32,6,-0.01,0,0.0561887457222515
"2627",32,7,-0.01,0,0.0642380966003367
"2628",32,8,-0.01,0,0.0708460387276211
"2629",32,9,-0.01,0,0.0810736692636837
"2630",32,10,-0.01,0,0.0920955522249501
"2631",32,11,-0.01,0,0.0927930942889157
"2632",32,12,-0.01,0,0.0959830430663581
"2633",32,13,-0.01,0,0.100819975406187
"2634",32,14,-0.01,0.00125,0.108509469548395
"2635",32,15,-0.01,0.11,0.157942310145174
"2636",32,16,-0.01,0.1575,0.169225790691367
"2637",32,17,-0.01,0.19125,0.182497941676197
"2638",32,18,-0.01,0.18625,0.190558104603991
"2639",32,19,-0.01,0.2175,0.204734368966326
"2640",32,20,-0.01,0.21125,0.202068447658044
"2641",33,1,-0.01,0,0.00399596633232431
"2642",33,2,-0.01,0,0.022537549798111
"2643",33,3,-0.01,0,0.0369018812219514
"2644",33,4,-0.01,0,0.0501605152852954
"2645",33,5,-0.01,0,0.0610200809130208
"2646",33,6,-0.01,0,0.0662543459867016
"2647",33,7,-0.01,0,0.0729879469348298
"2648",33,8,-0.01,0,0.0771733708529307
"2649",33,9,-0.01,0.00375,0.0808714516138668
"2650",33,10,-0.01,0.1725,0.193774994311345
"2651",33,11,-0.01,0.17375,0.200093816484967
"2652",33,12,-0.01,0.18125,0.207603657536265
"2653",33,13,-0.01,0.2075,0.220733651800467
"2654",33,14,-0.01,0.20875,0.228843670077512
"2655",33,15,-0.01,0.23625,0.237688511744634
"2656",33,16,-0.01,0.235,0.243492584618879
"2657",33,17,-0.01,0.23125,0.235214259709324
"2658",33,18,-0.01,0.245,0.242869344351676
"2659",33,19,-0.01,0.2375,0.257442501882225
"2660",33,20,-0.01,0.26625,0.270286996426271
